#Model: 0.219183863331 0.601031497123 -0.767542290670 5.212951406400 2.139010599314 -0.141230884070 -0.215809966418 1.561356903983 -6.135311066029 -5.183160581110 -0.788942095130 8.600539650829 -1.813106464693 0.767409693706 1.772226662045 0.065893676221 -1.914458488523 4.132796292330 -0.920527434035 -0.302161452647 4.960668766481 0.985736962842 2.526451295266 -2.047222742839 4.516695663532 0.033624851517 1.000000000000 2.232131446368 0.138994601898 0.107465061797 0.270386705507 -0.203837747032 0.054232302902 -1.085741666407 0.721040181129 0.454059502051 0.070000000000 0.069734024178 0.005316160864 -0.029266369672 0.311235807926 9.505203556705 -0.006990274105 0.368459641153 0.629028303723 0.421511593441 0 369.052935209963
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
qf_uvj a 1.000000 1.500000 79 99 9.950000 10.050000 59 61 0.000000 0.000000 1.570000e-01 0.050990 0.050990 1.823899e-01 1.243917e-02 1.742285e-02 1.117333e-02 1.110861e-01 1.117333e-02
qf_uvj a 1.000000 1.500000 79 99 9.850000 9.950000 57 59 0.000000 0.000000 1.180000e-01 0.050990 0.050990 1.580534e-01 1.385804e-02 1.769683e-02 1.546681e-01 2.876329e-01 1.525323e-01
qf_uvj a 1.000000 1.500000 79 99 9.750000 9.850000 55 57 0.000000 0.000000 1.040000e-01 0.050990 0.050990 1.368063e-01 1.586845e-02 1.757324e-02 6.307748e-02 2.531692e-01 6.307748e-02
qf_uvj a 1.000000 1.500000 79 99 9.650000 9.750000 53 55 0.000000 0.000000 7.600000e-02 0.050990 0.050990 1.183724e-01 1.569965e-02 1.750154e-02 1.925099e-01 3.649839e-01 1.833847e-01
qf_uvj a 1.000000 1.500000 79 99 9.550000 9.650000 51 53 0.000000 0.000000 6.500000e-02 0.050990 0.050990 1.023636e-01 1.609901e-02 1.695970e-02 1.159599e-01 3.147126e-01 1.158971e-01
qf_uvj a 1.000000 1.500000 79 99 9.450000 9.550000 49 51 0.000000 0.000000 4.600000e-02 0.050990 0.050990 8.823956e-02 1.718321e-02 1.582534e-02 1.902300e-01 4.075219e-01 1.744061e-01
ssfr a 7.500000 8.500000 18 21 8.500000 8.900000 30 38 0.000000 0.000000 -7.928600e+00 0.300167 0.280179 -8.116435e+00 5.999156e-02 5.081211e-02 3.491249e-01 2.507650e-01 2.070534e-01
smf a 0.500000 0.750000 113 132 8.150000 8.350000 23 27 0.000000 0.000000 -1.492233e+00 0.060828 0.070711 -1.599971e+00 2.618580e-02 1.566059e-02 1.539592e+00 5.986626e-01 7.668912e-01
smf a 0.500000 0.750000 113 132 8.400000 8.600000 28 32 0.000000 0.000000 -1.562233e+00 0.050990 0.060828 -1.712907e+00 1.873152e-02 1.297378e-02 4.615080e+00 9.618923e-01 1.228268e+00
smf a 0.500000 0.750000 113 132 8.650000 8.850000 33 37 0.000000 0.000000 -1.722233e+00 0.060828 0.060828 -1.833619e+00 2.128386e-02 1.014735e-02 2.257157e+00 5.290891e-01 9.289483e-01
smf a 0.500000 0.750000 113 132 8.900000 9.100000 38 42 0.000000 0.000000 -1.822233e+00 0.060828 0.070711 -1.955575e+00 2.474904e-02 6.922002e-03 2.569308e+00 3.234059e-01 9.995451e-01
smf a 0.500000 0.750000 113 132 9.150000 9.350000 43 47 0.000000 0.000000 -1.962233e+00 0.060828 0.070711 -2.068345e+00 2.482529e-02 3.262388e-03 1.483077e+00 1.145018e-01 7.165767e-01
smf a 0.500000 0.750000 113 132 9.400000 9.600000 48 52 0.000000 0.000000 -2.082233e+00 0.070711 0.080623 -2.163404e+00 1.973060e-02 8.573226e-03 5.943160e-01 1.674423e-01 3.124525e-01
smf a 0.500000 0.750000 113 132 9.650000 9.850000 53 57 0.000000 0.000000 -2.172233e+00 0.060828 0.070711 -2.234274e+00 1.596420e-02 1.314072e-02 3.760538e-01 2.535596e-01 2.261733e-01
smf a 0.500000 0.750000 113 132 9.900000 10.100000 58 62 0.000000 0.000000 -2.212233e+00 0.060828 0.080623 -2.284510e+00 9.229253e-03 1.329216e-02 4.650847e-01 2.323187e-01 1.388191e-01
smf a 0.500000 0.750000 113 132 10.150000 10.350000 63 67 0.000000 0.000000 -2.312233e+00 0.070711 0.080623 -2.320977e+00 1.037487e-02 1.093948e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.500000 0.750000 113 132 10.400000 10.600000 68 72 0.000000 0.000000 -2.412233e+00 0.070711 0.090554 -2.377238e+00 8.662852e-03 1.038141e-02 3.736927e-02 5.826264e-02 3.394599e-02
smf a 0.500000 0.750000 113 132 10.650000 10.850000 73 77 0.000000 0.000000 -2.512233e+00 0.080623 0.090554 -2.510593e+00 7.722299e-03 9.416821e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.500000 0.750000 113 132 10.900000 11.100000 78 82 0.000000 0.000000 -2.782233e+00 0.090554 0.110454 -2.795635e+00 1.552590e-02 1.192883e-02 0.000000e+00 3.226393e-03 0.000000e+00
smf a 0.500000 0.750000 113 132 11.150000 11.350000 83 87 0.000000 0.000000 -3.282233e+00 0.100499 0.130384 -3.288675e+00 2.805704e-02 2.340448e-02 0.000000e+00 2.653406e-02 0.000000e+00
ssfr a 2.500000 3.000000 49 56 10.000000 10.500000 60 70 0.000000 0.000000 -8.324321e+00 0.280179 0.280179 -8.519849e+00 4.513678e-02 1.265967e-02 3.924863e-01 5.865640e-02 1.759011e-01
ssfr a 2.500000 3.000000 49 56 10.500000 11.000000 70 80 0.000000 0.000000 -8.419896e+00 0.280179 0.280179 -8.632763e+00 5.455847e-02 4.084488e-03 4.738574e-01 2.028295e-02 2.301716e-01
ssfr a 2.500000 3.000000 49 56 11.000000 11.500000 80 90 0.000000 0.000000 -8.472993e+00 0.280179 0.280179 -8.833580e+00 5.701531e-02 3.192757e-03 1.477702e+00 2.783461e-02 4.533326e-01
qf_uvj a 0.200000 0.500000 132 155 11.900000 12.000000 98 100 0.000000 0.000000 1.000000e+00 0.050990 1.000050 9.185102e-01 9.129201e-03 6.519472e-03 1.624592e-01 2.178235e-02 3.081637e-02
qf_uvj a 0.200000 0.500000 132 155 11.800000 11.900000 96 98 0.000000 0.000000 1.000000e+00 0.050990 1.000050 9.240543e-01 6.170094e-03 5.780490e-03 1.437650e-01 1.948876e-02 2.085547e-02
qf_uvj a 0.200000 0.500000 132 155 11.700000 11.800000 94 96 0.000000 0.000000 1.000000e+00 0.050990 1.000050 9.200853e-01 5.536621e-03 7.537519e-03 1.571596e-01 2.523244e-02 1.869457e-02
qf_uvj a 0.200000 0.500000 132 155 11.600000 11.700000 92 94 0.000000 0.000000 1.000000e+00 0.050990 0.820061 9.047949e-01 9.747484e-03 7.934742e-03 2.144195e-01 2.640806e-02 3.329317e-02
qf_uvj a 0.200000 0.500000 132 155 11.500000 11.600000 90 92 0.000000 0.000000 1.000000e+00 0.050990 0.965052 8.825688e-01 1.455399e-02 9.995490e-03 2.788271e-01 2.937251e-02 4.508305e-02
qf_uvj a 0.200000 0.500000 132 155 11.400000 11.500000 88 90 0.000000 0.000000 9.200000e-01 0.080623 0.419119 8.526702e-01 1.694505e-02 1.153242e-02 8.004396e-02 3.295988e-02 4.201567e-02
qf_uvj a 0.200000 0.500000 132 155 11.300000 11.400000 86 88 0.000000 0.000000 9.430000e-01 0.057871 0.359139 8.152595e-01 1.838965e-02 1.278211e-02 3.683679e-01 4.812988e-02 7.236974e-02
qf_uvj a 0.200000 0.500000 132 155 11.200000 11.300000 84 86 0.000000 0.000000 8.720000e-01 0.128390 0.276181 7.717537e-01 1.935666e-02 1.110431e-02 1.538208e-01 3.784124e-02 5.880395e-02
qf_uvj a 0.200000 0.500000 132 155 11.100000 11.200000 82 84 0.000000 0.000000 9.000000e-01 0.100499 0.286175 7.231077e-01 1.864260e-02 9.107217e-03 4.901616e-01 3.775167e-02 7.723379e-02
qf_uvj a 0.200000 0.500000 132 155 11.000000 11.100000 80 82 0.000000 0.000000 8.420000e-01 0.158316 0.224223 6.711636e-01 1.802258e-02 9.069045e-03 5.082362e-01 5.460893e-02 1.023713e-01
qf_uvj a 0.200000 0.500000 132 155 10.900000 11.000000 78 80 0.000000 0.000000 7.630000e-01 0.187267 0.189264 6.199417e-01 1.774069e-02 7.830423e-03 4.243237e-01 5.550805e-02 1.132164e-01
qf_uvj a 0.200000 0.500000 132 155 10.800000 10.900000 76 78 0.000000 0.000000 7.300000e-01 0.171292 0.172290 5.725113e-01 1.517285e-02 8.932366e-03 6.375606e-01 8.531519e-02 1.326955e-01
qf_uvj a 0.200000 0.500000 132 155 10.700000 10.800000 74 76 0.000000 0.000000 6.290000e-01 0.149335 0.148337 5.268904e-01 1.257323e-02 8.490055e-03 3.054829e-01 6.658188e-02 8.651694e-02
qf_uvj a 0.200000 0.500000 132 155 10.600000 10.700000 72 74 0.000000 0.000000 6.140000e-01 0.139359 0.136367 4.815160e-01 1.097089e-02 9.829967e-03 6.778176e-01 1.248983e-01 1.267320e-01
qf_uvj a 0.200000 0.500000 132 155 10.500000 10.600000 70 72 0.000000 0.000000 5.010000e-01 0.106471 0.107466 4.380478e-01 1.019979e-02 9.971434e-03 1.606409e-01 8.303279e-02 6.715273e-02
qf_uvj a 0.200000 0.500000 132 155 10.400000 10.500000 68 70 0.000000 0.000000 4.600000e-01 0.097514 0.096519 3.972403e-01 8.065786e-03 9.916181e-03 1.951480e-01 1.013178e-01 6.678773e-02
qf_uvj a 0.200000 0.500000 132 155 10.300000 10.400000 66 68 0.000000 0.000000 4.090000e-01 0.086579 0.086579 3.591138e-01 6.608798e-03 1.067184e-02 1.191550e-01 1.002895e-01 4.687136e-02
qf_uvj a 0.200000 0.500000 132 155 10.200000 10.300000 64 66 0.000000 0.000000 3.590000e-01 0.078638 0.077647 3.240430e-01 5.723519e-03 1.148126e-02 3.672841e-02 7.824337e-02 2.274419e-02
qf_uvj a 0.200000 0.500000 132 155 10.100000 10.200000 62 64 0.000000 0.000000 3.320000e-01 0.068731 0.069721 2.920905e-01 7.183738e-03 1.072839e-02 8.238374e-02 1.122772e-01 4.867585e-02
qf_uvj a 0.200000 0.500000 132 155 10.000000 10.100000 60 62 0.000000 0.000000 2.950000e-01 0.062801 0.061814 2.627184e-01 8.098837e-03 1.026447e-02 3.897935e-02 9.272606e-02 3.446754e-02
qf_uvj a 0.200000 0.500000 132 155 9.900000 10.000000 58 60 0.000000 0.000000 2.260000e-01 0.058856 0.050990 2.374979e-01 8.806501e-03 1.018447e-02 0.000000e+00 3.101166e-05 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.800000 9.900000 56 58 0.000000 0.000000 2.610000e-01 0.051971 0.060828 2.160841e-01 9.139107e-03 9.784173e-03 1.844920e-01 1.640521e-01 1.086564e-01
qf_uvj a 0.200000 0.500000 132 155 9.700000 9.800000 54 56 0.000000 0.000000 1.980000e-01 0.050990 0.050990 1.963424e-01 9.629408e-03 9.214361e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.600000 9.700000 52 54 0.000000 0.000000 2.040000e-01 0.050990 0.050990 1.781236e-01 9.171616e-03 9.289641e-03 1.328163e-02 7.518345e-02 1.328163e-02
qf_uvj a 0.200000 0.500000 132 155 9.500000 9.600000 50 52 0.000000 0.000000 1.790000e-01 0.050990 0.050990 1.618836e-01 9.757620e-03 9.242203e-03 0.000000e+00 1.555068e-02 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.400000 9.500000 48 50 0.000000 0.000000 1.590000e-01 0.050990 0.050990 1.481019e-01 9.220092e-03 8.708124e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.300000 9.400000 46 48 0.000000 0.000000 1.280000e-01 0.050990 0.050990 1.361778e-01 1.000901e-02 8.566140e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.200000 9.300000 44 46 0.000000 0.000000 1.260000e-01 0.050990 0.050990 1.256725e-01 1.095335e-02 8.614267e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.100000 9.200000 42 44 0.000000 0.000000 1.290000e-01 0.050990 0.050990 1.163391e-01 1.039766e-02 8.933908e-03 0.000000e+00 9.782318e-04 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 9.000000 9.100000 40 42 0.000000 0.000000 1.270000e-01 0.050990 0.050990 1.076776e-01 1.090568e-02 9.152637e-03 0.000000e+00 2.762530e-02 0.000000e+00
qf_uvj a 0.200000 0.500000 132 155 8.950000 9.050000 39 41 0.000000 0.000000 1.560000e-01 0.050990 0.050990 1.036330e-01 1.099106e-02 9.420180e-03 4.029326e-01 2.686717e-01 2.271895e-01
qf_uvj a 0.200000 0.500000 132 155 8.850000 8.950000 37 39 0.000000 0.000000 1.360000e-01 0.050990 0.050990 9.617090e-02 1.108815e-02 9.772282e-03 1.512282e-01 1.857879e-01 1.218420e-01
qf_uvj a 0.200000 0.500000 132 155 8.750000 8.850000 35 37 0.000000 0.000000 1.330000e-01 0.050990 0.050990 8.898372e-02 1.130002e-02 1.004488e-02 2.218392e-01 2.243773e-01 1.596456e-01
qf_uvj a 0.200000 0.500000 132 155 8.650000 8.750000 33 35 0.000000 0.000000 1.530000e-01 0.050990 0.050990 8.145446e-02 1.129581e-02 1.006441e-02 1.021901e+00 4.380168e-01 3.988085e-01
qf_uvj a 0.200000 0.500000 132 155 8.550000 8.650000 31 33 0.000000 0.000000 1.640000e-01 0.050990 0.050990 7.376673e-02 1.109265e-02 1.017700e-02 1.897197e+00 5.896536e-01 5.519613e-01
qf_uvj a 0.200000 0.500000 132 155 8.450000 8.550000 29 31 0.000000 0.000000 1.220000e-01 0.050990 0.050990 6.608228e-02 1.045832e-02 1.007441e-02 4.961855e-01 3.173822e-01 2.468853e-01
qf_uvj a 0.200000 0.500000 132 155 8.350000 8.450000 27 29 0.000000 0.000000 1.420000e-01 0.063789 0.074673 5.830435e-02 1.027358e-02 9.998891e-03 7.447181e-01 2.312657e-01 2.092057e-01
smf a 1.000000 1.250000 88 99 8.650000 8.850000 33 37 0.000000 0.000000 -1.952233e+00 0.060828 0.060828 -1.894447e+00 2.325482e-02 9.192435e-03 3.858727e-01 6.211262e-01 1.649127e-01
smf a 1.000000 1.250000 88 99 8.900000 9.100000 38 42 0.000000 0.000000 -2.102233e+00 0.060828 0.070711 -2.024134e+00 2.207556e-02 6.431211e-03 9.061550e-01 8.311032e-01 2.007248e-01
smf a 1.000000 1.250000 88 99 9.150000 9.350000 43 47 0.000000 0.000000 -2.202233e+00 0.060828 0.070711 -2.153390e+00 2.598997e-02 3.456647e-03 2.080675e-01 5.926205e-01 4.819965e-02
smf a 1.000000 1.250000 88 99 9.400000 9.600000 48 52 0.000000 0.000000 -2.252233e+00 0.060828 0.070711 -2.272250e+00 2.415701e-02 4.873663e-03 7.380029e-08 6.893087e-03 7.380029e-08
smf a 1.000000 1.250000 88 99 9.650000 9.850000 53 57 0.000000 0.000000 -2.442233e+00 0.070711 0.080623 -2.367549e+00 2.015271e-02 1.376514e-02 5.806796e-01 5.394010e-01 2.635668e-01
smf a 1.000000 1.250000 88 99 9.900000 10.100000 58 62 0.000000 0.000000 -2.552233e+00 0.080623 0.090554 -2.430305e+00 1.479244e-02 2.471579e-02 1.598344e+00 4.975896e-01 6.856508e-01
smf a 1.000000 1.250000 88 99 10.150000 10.350000 63 67 0.000000 0.000000 -2.692233e+00 0.080623 0.100499 -2.471706e+00 6.352922e-03 2.440865e-02 6.186297e+00 3.981877e-01 1.414367e+00
smf a 1.000000 1.250000 88 99 10.400000 10.600000 68 72 0.000000 0.000000 -2.602233e+00 0.070711 0.090554 -2.521397e+00 6.979987e-03 2.115008e-02 7.153949e-01 1.951967e-01 4.318502e-01
smf a 1.000000 1.250000 88 99 10.650000 10.850000 73 77 0.000000 0.000000 -2.682233e+00 0.080623 0.100499 -2.641051e+00 8.449797e-03 2.212590e-02 5.907718e-02 5.903649e-02 5.907718e-02
smf a 1.000000 1.250000 88 99 10.900000 11.100000 78 82 0.000000 0.000000 -2.972233e+00 0.100499 0.120416 -2.915062e+00 1.105598e-02 2.334070e-02 1.224840e-01 8.762475e-02 1.061808e-01
smf a 1.000000 1.250000 88 99 11.150000 11.350000 83 87 0.000000 0.000000 -3.582233e+00 0.110454 0.150333 -3.417837e+00 2.849825e-02 3.004706e-02 1.709018e+00 7.411624e-01 6.372529e-01
csfr a 0.300000 0.600000 123 146 10.000000 10.000000 60 60 0.000000 0.000000 -1.478233e+00 0.130384 0.130384 -1.463212e+00 3.232719e-02 9.753779e-03 0.000000e+00 4.399531e-02 0.000000e+00
csfr a 0.600000 1.000000 99 123 10.000000 10.000000 60 60 0.000000 0.000000 -1.196233e+00 0.130384 0.130384 -1.192988e+00 2.318086e-02 1.080259e-02 0.000000e+00 3.119945e-03 0.000000e+00
csfr a 1.000000 1.500000 79 99 10.000000 10.000000 60 60 0.000000 0.000000 -1.058233e+00 0.170294 0.170294 -9.700409e-01 9.047135e-03 2.738130e-02 1.603489e-01 4.537003e-02 1.029180e-01
csfr a 1.500000 2.500000 56 79 10.000000 10.000000 60 60 0.000000 0.000000 -9.112326e-01 0.190263 0.190263 -9.320912e-01 2.107901e-02 3.424039e-02 2.036477e-05 3.401112e-02 2.036477e-05
csfr a 0.000000 0.100000 165 177 10.000000 10.000000 60 60 0.000000 0.000000 -1.872233e+00 0.130384 0.130384 -1.863973e+00 1.232136e-02 6.327326e-02 0.000000e+00 8.269389e-02 0.000000e+00
csfr a 0.900000 1.100000 94 104 10.000000 10.000000 60 60 0.000000 0.000000 -9.562326e-01 0.170294 0.170294 -1.079952e+00 1.684908e-02 1.955612e-02 3.709522e-01 1.530731e-01 1.107326e-01
csfr a 1.900000 2.100000 64 68 10.000000 10.000000 60 60 0.000000 0.000000 -9.422326e-01 0.190263 0.190263 -9.073067e-01 2.247712e-02 3.553208e-02 6.154224e-03 3.249182e-02 6.154224e-03
csfr a 3.900000 4.100000 39 40 10.000000 10.000000 60 60 0.000000 0.000000 -1.560233e+00 0.270185 0.270185 -1.529513e+00 1.030107e-02 3.940316e-02 1.574235e-03 5.027351e-03 1.574235e-03
csfr a 0.200000 0.400000 139 155 10.000000 10.000000 60 60 0.000000 0.000000 -1.707233e+00 0.130384 0.130384 -1.614460e+00 2.611420e-02 1.710542e-02 3.115193e-01 2.636906e-01 1.292359e-01
csfr a 0.400000 0.600000 123 139 10.000000 10.000000 60 60 0.000000 0.000000 -1.600233e+00 0.130384 0.130384 -1.436753e+00 3.441076e-02 8.012702e-03 1.210959e+00 6.505035e-01 1.314771e-01
csfr a 0.600000 0.800000 110 123 10.000000 10.000000 60 60 0.000000 0.000000 -1.371233e+00 0.130384 0.130384 -1.277958e+00 3.037580e-02 7.579855e-03 3.158322e-01 3.161312e-01 6.196267e-02
csfr a 0.800000 1.000000 99 110 10.000000 10.000000 60 60 0.000000 0.000000 -1.222233e+00 0.170294 0.170294 -1.141982e+00 2.074341e-02 1.502666e-02 1.251757e-01 1.010304e-01 5.465243e-02
csfr a 1.000000 1.200000 90 99 10.000000 10.000000 60 60 0.000000 0.000000 -1.177233e+00 0.170294 0.170294 -1.031704e+00 1.167740e-02 2.256712e-02 5.433576e-01 1.057949e-01 1.778053e-01
csfr a 1.200000 1.600000 76 90 10.000000 10.000000 60 60 0.000000 0.000000 -1.163233e+00 0.170294 0.170294 -9.283529e-01 8.564628e-03 3.218956e-02 1.592182e+00 1.294511e-01 4.412965e-01
csfr a 1.600000 2.000000 66 76 10.000000 10.000000 60 60 0.000000 0.000000 -9.842326e-01 0.190263 0.190263 -8.920223e-01 1.530223e-02 3.799946e-02 1.440424e-01 6.751706e-02 1.117113e-01
csfr a 2.000000 2.500000 56 66 10.000000 10.000000 60 60 0.000000 0.000000 -9.712326e-01 0.190263 0.190263 -9.660054e-01 2.878057e-02 3.199804e-02 0.000000e+00 1.407812e-02 0.000000e+00
csfr a 2.500000 3.000000 49 56 10.000000 10.000000 60 60 0.000000 0.000000 -8.792326e-01 0.190263 0.190263 -1.129295e+00 3.152663e-02 2.408265e-02 1.462118e+00 3.221270e-01 3.732667e-01
smf a 2.000000 2.500000 56 66 9.150000 9.350000 43 47 0.000000 0.000000 -2.492233e+00 0.060828 0.070711 -2.313319e+00 1.778752e-02 2.124914e-02 6.825252e+00 1.613444e+00 1.703247e+00
smf a 2.000000 2.500000 56 66 9.400000 9.600000 48 52 0.000000 0.000000 -2.462233e+00 0.060828 0.070711 -2.469349e+00 1.223578e-02 2.432657e-02 0.000000e+00 3.129921e-02 0.000000e+00
smf a 2.000000 2.500000 56 66 9.650000 9.850000 53 57 0.000000 0.000000 -2.592233e+00 0.060828 0.070711 -2.625473e+00 1.060287e-02 2.502533e-02 3.977043e-02 2.743688e-01 3.815372e-02
smf a 2.000000 2.500000 56 66 9.900000 10.100000 58 62 0.000000 0.000000 -2.702233e+00 0.070711 0.080623 -2.775948e+00 1.098864e-02 2.671027e-02 4.639553e-01 5.314764e-01 1.649764e-01
smf a 2.000000 2.500000 56 66 10.150000 10.350000 63 67 0.000000 0.000000 -2.872233e+00 0.080623 0.090554 -2.914418e+00 1.034852e-02 2.685702e-02 6.564899e-02 2.439110e-01 4.669880e-02
smf a 2.000000 2.500000 56 66 10.400000 10.600000 68 72 0.000000 0.000000 -3.032233e+00 0.090554 0.100499 -3.049885e+00 1.172665e-02 2.724476e-02 0.000000e+00 6.647988e-02 0.000000e+00
smf a 2.000000 2.500000 56 66 10.650000 10.850000 73 77 0.000000 0.000000 -3.312233e+00 0.100499 0.130384 -3.220090e+00 2.279492e-02 2.442501e-02 4.796294e-01 4.001130e-01 2.819735e-01
smf a 2.000000 2.500000 56 66 10.900000 11.100000 78 82 0.000000 0.000000 -3.502233e+00 0.120416 0.160312 -3.488812e+00 3.311739e-02 2.116304e-02 0.000000e+00 4.158463e-02 0.000000e+00
smf a 2.000000 2.500000 56 66 11.150000 11.350000 83 87 0.000000 0.000000 -3.852233e+00 0.120416 0.170294 -3.922288e+00 4.255653e-02 1.744721e-02 1.118563e-01 8.366762e-02 1.090820e-01
smf a 2.000000 2.500000 56 66 11.400000 11.600000 88 92 0.000000 0.000000 -4.372233e+00 0.140357 0.190263 -4.574088e+00 8.795533e-02 3.564781e-02 9.258831e-01 3.809556e-01 6.403203e-01
ssfr a 1.500000 2.000000 66 79 9.200000 9.400000 44 48 0.000000 0.000000 -8.790000e+00 0.280179 0.280179 -8.657798e+00 2.495493e-02 4.239486e-02 1.603740e-01 7.927070e-02 9.829653e-02
ssfr a 1.500000 2.000000 66 79 9.400000 9.600000 48 52 0.000000 0.000000 -8.740000e+00 0.280179 0.280179 -8.621196e+00 2.015911e-02 4.596338e-02 1.243605e-01 5.592364e-02 8.879148e-02
ssfr a 1.500000 2.000000 66 79 9.600000 9.800000 52 56 0.000000 0.000000 -8.730000e+00 0.280179 0.280179 -8.589688e+00 1.861753e-02 4.496482e-02 1.843958e-01 6.148347e-02 1.120741e-01
ssfr a 1.500000 2.000000 66 79 9.800000 10.000000 56 60 0.000000 0.000000 -8.700000e+00 0.280179 0.280179 -8.574501e+00 2.375516e-02 4.244657e-02 1.417852e-01 7.103976e-02 9.113974e-02
ssfr a 1.500000 2.000000 66 79 10.000000 10.200000 60 64 0.000000 0.000000 -8.670000e+00 0.280179 0.280179 -8.587977e+00 2.057207e-02 3.689323e-02 4.900520e-02 3.789951e-02 4.096026e-02
ssfr a 1.500000 2.000000 66 79 10.200000 10.400000 64 68 0.000000 0.000000 -8.760000e+00 0.280179 0.280179 -8.638574e+00 2.074234e-02 3.184531e-02 1.310482e-01 5.908128e-02 6.937296e-02
ssfr a 1.500000 2.000000 66 79 10.400000 10.600000 68 72 0.000000 0.000000 -8.800000e+00 0.280179 0.280179 -8.727747e+00 2.073238e-02 3.207824e-02 3.478120e-02 3.307603e-02 2.959647e-02
ssfr a 1.500000 2.000000 66 79 10.600000 10.800000 72 76 0.000000 0.000000 -8.960000e+00 0.280179 0.280179 -8.848407e+00 1.676680e-02 3.292800e-02 1.068703e-01 4.270799e-02 6.302815e-02
ssfr a 1.500000 2.000000 66 79 10.800000 11.000000 76 80 0.000000 0.000000 -9.070000e+00 0.280179 0.280179 -8.988212e+00 2.175637e-02 3.388106e-02 4.863400e-02 4.027909e-02 3.871295e-02
ssfr a 1.500000 2.000000 66 79 11.000000 11.200000 80 84 0.000000 0.000000 -9.110000e+00 0.280179 0.280179 -9.134521e+00 2.729899e-02 3.638013e-02 2.604274e-04 2.105091e-02 2.604274e-04
ssfr a 1.500000 2.000000 66 79 11.200000 11.400000 84 88 0.000000 0.000000 -9.190000e+00 0.280179 0.280179 -9.276623e+00 3.846677e-02 4.614106e-02 5.654306e-02 1.054409e-01 4.644401e-02
ssfr a 1.500000 2.000000 66 79 11.400000 11.600000 88 92 0.000000 0.000000 -9.350000e+00 0.280179 0.280179 -9.405471e+00 5.114535e-02 5.579770e-02 1.602811e-02 9.008671e-02 1.602811e-02
smf a 3.000000 4.000000 40 49 10.900000 11.050000 78 81 0.000000 0.000000 -4.249183e+00 0.145017 0.199804 -4.129502e+00 9.587538e-03 7.087921e-02 4.288237e-01 9.692755e-02 3.977854e-01
smf a 3.000000 4.000000 40 49 11.050000 11.200000 81 84 0.000000 0.000000 -4.458523e+00 0.279230 0.279526 -4.362548e+00 1.481563e-02 7.440957e-02 7.397400e-02 3.166995e-02 7.379429e-02
smf a 3.000000 4.000000 40 49 11.200000 11.400000 84 88 0.000000 0.000000 -4.714663e+00 0.201237 0.178233 -4.688621e+00 1.892452e-02 8.595814e-02 1.017594e-03 9.482854e-02 1.017594e-03
smf a 3.000000 4.000000 40 49 11.400000 11.550000 88 91 0.000000 0.000000 -5.020513e+00 0.192101 0.203987 -5.101570e+00 3.633195e-02 9.890181e-02 9.348166e-02 5.294720e-01 7.144902e-02
smf a 3.000000 4.000000 40 49 11.550000 11.750000 91 95 0.000000 0.000000 -5.230723e+00 0.430818 0.421220 -5.580102e+00 6.478515e-02 1.239630e-01 6.084774e-01 5.498601e-01 2.171751e-01
smf a 3.000000 4.000000 40 49 11.750000 12.000000 95 100 0.000000 0.000000 -5.838063e+00 0.346021 999.878000 -6.312614e+00 9.778228e-02 1.648326e-01 1.573141e-01 6.597915e-02 4.149407e-02
ssfr a 2.000000 2.500000 56 66 9.000000 9.250000 40 45 0.000000 0.000000 -8.615000e+00 0.280179 0.280179 -8.610322e+00 2.623080e-02 4.670920e-02 0.000000e+00 1.411893e-02 0.000000e+00
ssfr a 2.000000 2.500000 56 66 9.250000 9.500000 45 50 0.000000 0.000000 -8.585000e+00 0.280179 0.280179 -8.576894e+00 3.431331e-02 3.976850e-02 0.000000e+00 1.097502e-02 0.000000e+00
ssfr a 2.000000 2.500000 56 66 9.500000 9.750000 50 55 0.000000 0.000000 -8.575000e+00 0.280179 0.280179 -8.542926e+00 3.497761e-02 3.176562e-02 1.857145e-03 2.790703e-02 1.857145e-03
ssfr a 2.000000 2.500000 56 66 9.750000 10.000000 55 60 0.000000 0.000000 -8.525000e+00 0.280179 0.280179 -8.514706e+00 3.698106e-02 3.341596e-02 0.000000e+00 1.636869e-02 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.000000 10.250000 60 65 0.000000 0.000000 -8.725000e+00 0.280179 0.280179 -8.509852e+00 4.298877e-02 2.931376e-02 4.851282e-01 2.372782e-01 1.347990e-01
ssfr a 2.000000 2.500000 56 66 10.250000 10.500000 65 70 0.000000 0.000000 -8.765000e+00 0.280179 0.280179 -8.548252e+00 4.135840e-02 2.347054e-02 4.931181e-01 2.291068e-01 1.106331e-01
